id,student_name,URN,Maths,SESD,AIML,FSD,DVA,contest_scores,topic_wise_accuracy,time_spent_per_topic
847,Saanvi Nair,2024-C-94602006B,83,73,80,48,93,381,"{Maths:0.86,SESD:0.55,AIML:0.87,FSD:0.96,DVA:0.54}","{Maths:17.2,SESD:15.1,AIML:10.1,FSD:16.2,DVA:14.1}"
848,Ishaan Gupta,2024-B-75452006B,75,68,50,91,57,353,"{Maths:0.68,SESD:0.68,AIML:0.72,FSD:0.67,DVA:0.91}",
849,Vivaan Patel,2024-A-47962006B,46,40,77,40,65,273,"{Maths:0.98,SESD:0.95,AIML:0.62,FSD:0.78,DVA:0.9}","{Maths:6.2,SESD:7.0,AIML:16.4,FSD:12.4,DVA:18.4}"
850,Aadhya Sharma,2024-A-13452006B,82,85,88,94,57,414,"{Maths:0.73,SESD:0.8,AIML:0.64,FSD:0.8,DVA:0.57}","{Maths:5.8,SESD:15.1,AIML:16.7,FSD:11.2,DVA:19.2}"
851,Krishna Kapoor,2024-C-45212006B,99,69,81,78,46,392,"{Maths:0.84,SESD:0.68,AIML:0.52,FSD:0.74,DVA:0.58}","{Maths:6.8,SESD:13.1,AIML:5.7,FSD:18.0,DVA:19.1}"
852,Reyansh Patel,2024-C-51642006B,90,99,84,71,70,445,"{Maths:0.51,SESD:0.78,AIML:0.77,FSD:0.99,DVA:0.82}","{Maths:5.0,SESD:9.0,AIML:10.2,FSD:12.6,DVA:10.9}"
853,Sai Mishra,2024-A-39802006B,76,86,91,68,55,413,"{Maths:0.53,SESD:0.61,AIML:0.98,FSD:0.94,DVA:0.67}","{Maths:15.7,SESD:14.0,AIML:7.1,FSD:6.4,DVA:19.0}"
854,Riya Mishra,2024-A-59902006B,73,49,52,96,96,408,"{Maths:0.78,SESD:0.94,AIML:0.77,FSD:0.9,DVA:0.58}","{Maths:8.6,SESD:11.0,AIML:8.8,FSD:6.6,DVA:9.0}"
855,Prisha Gupta,2024-A-84362006B,86,81,71,48,97,,"{Maths:0.78,SESD:0.93,AIML:0.91,FSD:0.52,DVA:0.73}","{Maths:10.0,SESD:6.7,AIML:11.8,FSD:11.9,DVA:17.4}"
856,Prisha Sharma,2024-C-14862006B,90,78,84,77,96,471,"{Maths:0.86,SESD:0.67,AIML:0.78,FSD:0.92,DVA:0.62}","{Maths:14.6,SESD:16.1,AIML:13.1,FSD:19.0,DVA:18.7}"
857,Anvi Kapoor,2024-B-87362006B,71,91,183,-19,93,294,"{Maths:0.56,SESD:0.97,AIML:0.61,FSD:0.59,DVA:0.87}","{Maths:14.8,SESD:5.5,AIML:7.2,FSD:17.1,DVA:8.3}"
858,Sai Kapoor,2024-B-90312006B,84,98,85,52,43,392,,"{Maths:5.1,SESD:5.9,AIML:7.6,FSD:10.5,DVA:19.6}"
859,Krishna Gupta,2024-B-51012006B,75,94,60,51,-13,282,"{Maths:0.56,SESD:0.95,AIML:0.69,FSD:0.69,DVA:0.9}",
860,Myra Singh,2024C10042006B,81,40,53,56,61,305,"{Maths:0.78,SESD:0.73,AIML:0.51,FSD:0.59,DVA:0.55}","{Maths:11.0,SESD:10.5,AIML:11.9,FSD:14.4,DVA:12.0}"
861,Anvi Gupta,2024-C-94322006B,89,77,68,69,68,400,"{Maths:0.71,SESD:0.77,AIML:0.71,FSD:0.55,DVA:0.61}","{Maths:10.9,SESD:6.2,AIML:18.3,FSD:6.0,DVA:6.3}"
862,Aarav Singh,2024-B-17812006B,96,95,56,57,70,383,"{Maths:0.63,SESD:0.66,AIML:0.95,FSD:0.97,DVA:1.0}","{Maths:16.2,SESD:19.8,AIML:8.9,FSD:6.3,DVA:15.7}"
863,Ira Verma,2024-C-51992006B,88,99,87,82,51,450,"{Maths:0.86,SESD:0.92,AIML:0.5,FSD:0.72,DVA:0.55}","{Maths:15.1,SESD:6.0,AIML:6.4,FSD:19.8,DVA:5.9}"
864,Diya Kapoor,2024-A-39332006B,77,45,-20,79,73,291,"{Maths:0.75,SESD:0.6,AIML:0.71,FSD:0.59,DVA:0.75}","{Maths:10.1,SESD:17.0,AIML:10.8,FSD:9.3,DVA:7.1}"
865,Arjun Kapoor,2024B10042006B,40,79,67,50,65,320,"{Maths:0.89,SESD:0.83,AIML:0.82,FSD:0.67,DVA:0.63}","{Maths:8.4,SESD:15.2,AIML:14.8,FSD:6.4,DVA:17.2}"
866,Saanvi Singh,2024-B-98252006B,45,82,,78,92,304,,"{Maths:19.4,SESD:8.9,AIML:5.9,FSD:13.1,DVA:19.1}"
867,Krishna Kapoor,2024-C-52072006B,46,,59,75,97,305,"{Maths:0.87,SESD:0.98,AIML:0.96,FSD:0.94,DVA:0.9}","{Maths:8.5,SESD:5.9,AIML:13.3,FSD:17.3,DVA:11.0}"
868,Krishna Reddy,2024-A-57042006B,91,62,78,,71,340,"{Maths:0.79,SESD:0.78,AIML:0.63,FSD:0.68,DVA:0.52}","{Maths:15.6,SESD:18.2,AIML:12.8,FSD:15.5,DVA:15.0}"
869,Sai Mishra,2024-A-72362006B,85,82,78,90,44,419,"{Maths:0.94,SESD:0.83,AIML:0.51,FSD:0.78,DVA:0.61}","{Maths:14.5,SESD:16.5,AIML:13.7,FSD:9.4,DVA:8.6}"
870,Aditya Gupta,2024-B-79432006B,75,53,90,160,87,344,"{Maths:0.52,SESD:0.91,AIML:0.68,FSD:0.89,DVA:0.92}","{Maths:6.3,SESD:10.1,AIML:6.0,FSD:9.3,DVA:10.5}"
871,Anvi Nair,2024-A-31642006B,41,56,65,-16,87,261,"{Maths:0.6,SESD:0.74,AIML:0.78,FSD:0.87,DVA:0.89}","{Maths:6.4,SESD:12.5,AIML:19.0,FSD:14.3,DVA:18.9}"
872,Saanvi Reddy,2024-B-20182006B,91,70,78,,61,332,"{Maths:0.79,SESD:0.67,AIML:0.69,FSD:0.67,DVA:0.91}","{Maths:10.3,SESD:12.5,AIML:18.7,FSD:12.3,DVA:15.0}"
873,Krishna Reddy,2024-C-51622006B,57,75,87,56,95,,"{Maths:0.94,SESD:0.62,AIML:0.98,FSD:0.84,DVA:0.59}","{Maths:7.7,SESD:6.7,AIML:14.0,FSD:6.5,DVA:15.2}"
874,Myra Kumar,2024-B-80142006B,55,85,86,45,72,391,"{Maths:0.91,SESD:0.63,AIML:0.92,FSD:0.67,DVA:0.82}","{Maths:9.3,SESD:17.1,AIML:19.1,FSD:19.3,DVA:10.0}"
875,Saanvi Nair,2024-A-25292006B,73,74,96,58,52,396,"{Maths:0.77,SESD:0.94,AIML:0.92,FSD:0.72,DVA:0.93}","{Maths:9.7,SESD:9.9,AIML:18.3,FSD:15.6,DVA:9.7}"
876,Myra Kapoor,2024-C-50942006B,56,65,63,70,75,364,"{Maths:0.66,SESD:0.74,AIML:0.56,FSD:0.69,DVA:0.77}","{Maths:11.6,SESD:9.6,AIML:9.9,FSD:6.0,DVA:13.1}"
877,Krishna Kapoor,2024-C-51142006B,-7,48,62,54,59,237,"{Maths:0.56,SESD:0.61,AIML:0.67,FSD:0.8,DVA:0.81}","{Maths:13.3,SESD:6.9,AIML:17.0,FSD:6.0,DVA:10.1}"
878,Ira Reddy,2024-C-66162006B,70,76,42,99,95,384,"{Maths:0.58,SESD:0.69,AIML:0.73,FSD:0.72,DVA:0.95}","{Maths:15.8,SESD:16.0,AIML:15.6,FSD:5.4,DVA:13.0}"
879,Arjun Kapoor,2024B10042006B,46,81,-19,65,53,280,"{Maths:0.55,SESD:0.86,AIML:0.98,FSD:0.61,DVA:0.97}","{Maths:15.4,SESD:17.3,AIML:5.3,FSD:16.3,DVA:5.2}"
880,Diya Gupta,2024-B-97482006B,94,57,92,74,80,422,"{Maths:0.99,SESD:0.59,AIML:0.8,FSD:0.77,DVA:0.56}","{Maths:12.0,SESD:10.3,AIML:13.4,FSD:16.7,DVA:18.0}"
881,Aadhya Verma,2024-C-46172006B,55,74,70,82,42,343,"{Maths:0.62,SESD:0.86,AIML:0.51,FSD:0.79,DVA:0.57}","{Maths:12.3,SESD:12.0,AIML:6.3,FSD:10.7,DVA:17.0}"
882,Aditya Kapoor,2024-B-19102006B,66,80,92,57,91,392,"{Maths:0.82,SESD:0.99,AIML:0.88,FSD:0.87,DVA:0.51}","{Maths:17.9,SESD:12.8,AIML:17.2,FSD:17.0,DVA:19.5}"
883,Pari Mishra,2024-A-61252006B,70,73,55,80,40,361,"{Maths:0.97,SESD:0.84,AIML:0.73,FSD:0.93,DVA:0.57}","{Maths:19.0,SESD:11.7,AIML:16.5,FSD:19.4,DVA:6.3}"
884,Anvi Kumar,2024-B-44102006B,62,79,87,54,45,374,"{Maths:0.91,SESD:0.61,AIML:0.78,FSD:0.51,DVA:0.87}","{Maths:10.4,SESD:5.6,AIML:5.3,FSD:6.0,DVA:6.1}"
885,Vihaan Mishra,2024-B-28552006B,48,69,72,56,71,317,"{Maths:0.85,SESD:0.9,AIML:0.7,FSD:0.77,DVA:0.83}","{Maths:5.5,SESD:16.7,AIML:8.4,FSD:17.6,DVA:16.9}"
886,Diya Singh,2024-B-68482006B,67,89,54,87,98,414,"{Maths:0.69,SESD:0.85,AIML:0.54,FSD:0.86,DVA:0.96}","{Maths:14.3,SESD:7.2,AIML:7.0,FSD:12.6,DVA:14.3}"
887,Aditya Kumar,2024-B-64002006B,170,87,71,76,79,324,"{Maths:0.61,SESD:0.53,AIML:0.76,FSD:0.84,DVA:0.81}","{Maths:8.7,SESD:5.9,AIML:18.2,FSD:13.7,DVA:10.3}"
888,Anvi Singh,2024-B-43722006B,75,84,90,65,51,368,"{Maths:0.86,SESD:0.53,AIML:0.92,FSD:0.99,DVA:0.95}","{Maths:14.7,SESD:13.9,AIML:19.9,FSD:7.4,DVA:16.8}"
889,Vihaan Mishra,2024-B-47112006B,85,98,87,-2,52,347,"{Maths:0.71,SESD:0.53,AIML:0.7,FSD:0.56,DVA:0.62}","{Maths:18.8,SESD:17.2,AIML:17.1,FSD:18.2,DVA:13.6}"
890,Ira Verma,2024-C-43232006B,40,42,97,60,97,366,"{Maths:0.88,SESD:0.97,AIML:0.64,FSD:0.51,DVA:0.85}","{Maths:10.9,SESD:5.3,AIML:18.8,FSD:14.2,DVA:8.0}"
891,Ira Patel,2024-A-82162006B,94,51,43,74,,273,"{Maths:0.54,SESD:0.76,AIML:0.55,FSD:0.57,DVA:0.8}","{Maths:10.9,SESD:8.0,AIML:8.9,FSD:18.5,DVA:16.1}"
892,Riya Verma,2024-A-51792006B,90,71,57,69,40,374,"{Maths:0.54,SESD:0.78,AIML:0.61,FSD:0.96,DVA:0.53}","{Maths:8.5,SESD:11.3,AIML:10.1,FSD:5.6,DVA:18.8}"
893,Vivaan Reddy,2024-C-65732006B,63,70,44,51,95,348,"{Maths:0.63,SESD:0.54,AIML:0.64,FSD:0.52,DVA:0.74}","{Maths:17.9,SESD:5.5,AIML:9.6,FSD:8.1,DVA:11.6}"
894,Prisha Sharma,2024-C-58502006B,60,53,91,79,56,,"{Maths:0.58,SESD:0.82,AIML:0.64,FSD:0.51,DVA:0.87}","{Maths:19.9,SESD:6.8,AIML:9.1,FSD:16.9,DVA:16.8}"
895,Ananya Patel,2024-A-96782006B,43,44,78,78,54,338,"{Maths:0.59,SESD:0.88,AIML:1.0,FSD:0.62,DVA:0.78}","{Maths:18.6,SESD:7.6,AIML:15.0,FSD:18.2,DVA:10.8}"
896,Aditya Gupta,2024-A-41182006B,44,72,46,43,91,309,"{Maths:0.77,SESD:0.65,AIML:0.73,FSD:0.55,DVA:0.6}","{Maths:13.0,SESD:19.1,AIML:14.9,FSD:19.6,DVA:12.6}"
897,Ishaan Singh,2024-C-87242006B,47,96,57,51,85,385,"{Maths:0.72,SESD:0.54,AIML:0.75,FSD:0.74,DVA:0.88}","{Maths:18.7,SESD:16.8,AIML:17.5,FSD:15.1,DVA:16.5}"
898,Aadhya Nair,2024-C-14002006B,88,52,66,43,86,381,"{Maths:0.59,SESD:0.68,AIML:0.96,FSD:0.72,DVA:0.61}","{Maths:13.2,SESD:18.6,AIML:18.9,FSD:16.7,DVA:18.4}"
899,Arjun Singh,2024-C-10442006B,81,57,94,91,94,440,"{Maths:0.61,SESD:0.52,AIML:0.61,FSD:0.98,DVA:0.74}","{Maths:14.2,SESD:14.8,AIML:9.5,FSD:17.2,DVA:7.5}"
900,Aditya Reddy,2024-C-23652006B,88,51,43,92,95,409,"{Maths:0.97,SESD:0.64,AIML:0.79,FSD:0.97,DVA:0.86}","{Maths:19.1,SESD:14.1,AIML:16.5,FSD:13.9,DVA:12.9}"
901,Saanvi Mishra,2024-B-24692006B,40,43,193,72,49,204,"{Maths:0.55,SESD:0.8,AIML:0.77,FSD:0.7,DVA:0.55}","{Maths:12.0,SESD:10.2,AIML:7.5,FSD:13.4,DVA:8.8}"
902,Ananya Sharma,2024-C-55852006B,43,74,51,72,63,306,"{Maths:0.66,SESD:0.86,AIML:0.86,FSD:0.7,DVA:0.81}","{Maths:17.8,SESD:14.5,AIML:15.5,FSD:16.9,DVA:14.5}"
903,Krishna Sharma,2024-B-28382006B,189,51,46,58,82,237,"{Maths:0.55,SESD:0.51,AIML:0.62,FSD:0.77,DVA:0.86}","{Maths:16.6,SESD:8.7,AIML:10.4,FSD:11.5,DVA:6.9}"
904,Ishaan Kumar,2024-B-71182006B,95,44,49,79,59,371,"{Maths:0.59,SESD:0.55,AIML:0.67,FSD:0.62,DVA:0.75}","{Maths:16.5,SESD:16.1,AIML:9.3,FSD:13.6,DVA:15.3}"
905,Krishna Sharma,2024-B-92492006B,59,44,59,64,45,315,,"{Maths:16.3,SESD:17.3,AIML:12.7,FSD:5.5,DVA:15.2}"
906,Ananya Nair,2024-B-86992006B,98,57,41,44,98,350,"{Maths:0.55,SESD:0.61,AIML:0.51,FSD:0.59,DVA:0.59}","{Maths:9.8,SESD:15.2,AIML:9.6,FSD:8.5,DVA:16.3}"
907,Pari Sharma,2024B10042006B,90,152,86,64,-16,290,"{Maths:0.51,SESD:0.89,AIML:0.97,FSD:0.83,DVA:0.68}","{Maths:12.5,SESD:12.3,AIML:17.7,FSD:14.5,DVA:14.2}"
908,Reyansh Gupta,2024-B-80512006B,61,63,94,78,-17,342,,"{Maths:13.6,SESD:13.8,AIML:14.2,FSD:7.3,DVA:11.8}"
909,Myra Reddy,2024-C-32532006B,77,57,48,63,95,377,,
910,Ishaan Verma,2024-C-43882006B,,57,72,74,73,282,"{Maths:0.75,SESD:0.58,AIML:0.71,FSD:0.79,DVA:0.92}","{Maths:6.0,SESD:7.7,AIML:19.1,FSD:9.9,DVA:8.2}"
911,Ananya Nair,2024-C-25032006B,92,61,42,57,77,349,"{Maths:0.89,SESD:0.65,AIML:0.94,FSD:0.65,DVA:0.53}","{Maths:5.3,SESD:15.5,AIML:8.1,FSD:6.8,DVA:12.7}"
912,Prisha Sharma,2024-B-51672006B,52,87,86,42,41,321,"{Maths:0.91,SESD:0.9,AIML:0.82,FSD:0.68,DVA:0.97}","{Maths:5.7,SESD:14.4,AIML:12.6,FSD:14.2,DVA:13.4}"
913,Sai Gupta,2024B10042006B,85,76,53,71,66,398,"{Maths:0.69,SESD:0.68,AIML:0.82,FSD:0.51,DVA:0.94}","{Maths:12.3,SESD:17.9,AIML:12.3,FSD:6.7,DVA:13.7}"
914,Saanvi Gupta,2024-C-12352006B,55,86,92,97,66,401,"{Maths:0.67,SESD:0.73,AIML:0.96,FSD:0.8,DVA:0.7}","{Maths:8.7,SESD:7.3,AIML:18.0,FSD:7.6,DVA:17.1}"
915,Myra Patel,2024C10042006B,95,92,61,96,53,421,"{Maths:0.62,SESD:0.7,AIML:0.64,FSD:0.92,DVA:0.87}","{Maths:14.2,SESD:13.2,AIML:6.3,FSD:6.0,DVA:19.4}"
916,Krishna Gupta,2024-C-16622006B,72,94,72,185,89,,"{Maths:0.53,SESD:0.94,AIML:0.73,FSD:0.7,DVA:0.5}","{Maths:6.0,SESD:7.2,AIML:11.6,FSD:5.7,DVA:19.9}"
917,Diya Gupta,2024-A-24492006B,59,70,91,62,85,394,"{Maths:0.77,SESD:0.89,AIML:0.74,FSD:0.96,DVA:0.78}","{Maths:10.6,SESD:13.3,AIML:13.4,FSD:9.0,DVA:17.4}"
918,Saanvi Gupta,2024-C-81352006B,84,51,70,61,60,353,"{Maths:0.62,SESD:0.68,AIML:0.62,FSD:0.97,DVA:0.67}","{Maths:14.0,SESD:10.8,AIML:14.1,FSD:10.0,DVA:13.3}"
919,Diya Kapoor,2024-A-55992006B,73,91,47,49,99,401,"{Maths:0.69,SESD:0.79,AIML:0.89,FSD:0.54,DVA:0.82}","{Maths:5.0,SESD:7.1,AIML:9.7,FSD:9.3,DVA:13.6}"
920,Ayaan Gupta,2024-C-83172006B,76,85,69,95,42,412,"{Maths:0.57,SESD:0.51,AIML:0.81,FSD:0.61,DVA:0.84}","{Maths:15.6,SESD:14.9,AIML:13.5,FSD:17.4,DVA:13.8}"
921,Sai Gupta,2024-A-39482006B,89,86,88,94,93,461,"{Maths:0.88,SESD:0.78,AIML:0.83,FSD:0.91,DVA:0.71}","{Maths:13.6,SESD:19.5,AIML:14.9,FSD:8.5,DVA:16.8}"
922,Ishaan Singh,2024-A-63522006B,89,47,-13,84,72,341,"{Maths:0.7,SESD:0.51,AIML:0.73,FSD:0.51,DVA:0.94}","{Maths:16.7,SESD:11.0,AIML:5.7,FSD:16.0,DVA:15.1}"
923,Ishaan Reddy,2024-B-87252006B,60,58,89,78,49,347,"{Maths:0.66,SESD:0.88,AIML:0.95,FSD:0.69,DVA:0.77}","{Maths:11.8,SESD:17.0,AIML:16.4,FSD:15.3,DVA:12.9}"
924,Riya Sharma,2024-A-14982006B,44,85,49,58,67,341,"{Maths:0.63,SESD:0.77,AIML:0.71,FSD:0.96,DVA:0.73}","{Maths:18.4,SESD:13.0,AIML:17.4,FSD:6.0,DVA:8.2}"
925,Reyansh Gupta,2024-A-79202006B,70,84,52,79,-13,329,"{Maths:0.69,SESD:0.59,AIML:0.92,FSD:1.0,DVA:0.81}","{Maths:7.3,SESD:7.5,AIML:8.5,FSD:16.5,DVA:9.7}"
926,Sai Gupta,2024-A-37382006B,97,70,88,87,91,474,"{Maths:0.81,SESD:0.96,AIML:0.99,FSD:0.53,DVA:0.69}","{Maths:9.7,SESD:17.7,AIML:14.7,FSD:9.8,DVA:6.9}"
927,Aarav Patel,2024-A-50442006B,69,87,49,40,46,340,"{Maths:0.73,SESD:0.99,AIML:0.81,FSD:0.84,DVA:0.87}","{Maths:9.5,SESD:15.7,AIML:7.2,FSD:7.1,DVA:6.7}"
928,Krishna Reddy,2024-C-36562006B,83,64,48,97,-7,302,"{Maths:0.75,SESD:0.96,AIML:0.95,FSD:0.84,DVA:0.92}","{Maths:13.2,SESD:9.1,AIML:5.3,FSD:13.4,DVA:6.8}"
929,Myra Kumar,2024-C-10202006B,55,96,70,51,53,334,"{Maths:0.77,SESD:0.93,AIML:0.74,FSD:0.71,DVA:1.0}","{Maths:18.3,SESD:7.1,AIML:7.2,FSD:5.5,DVA:18.0}"
930,Diya Patel,2024-C-24012006B,77,91,79,90,47,424,"{Maths:0.8,SESD:0.97,AIML:0.93,FSD:0.9,DVA:0.52}",
931,Myra Reddy,2024-B-14112006B,74,95,,97,82,393,"{Maths:0.76,SESD:0.7,AIML:0.54,FSD:0.85,DVA:0.67}","{Maths:12.4,SESD:18.3,AIML:18.7,FSD:9.3,DVA:17.0}"
932,Ayaan Verma,2024-C-57512006B,80,95,61,40,49,366,"{Maths:0.52,SESD:0.81,AIML:0.64,FSD:0.62,DVA:0.92}",
933,Riya Singh,2024-A-44582006B,82,91,70,97,82,424,"{Maths:0.55,SESD:0.63,AIML:0.65,FSD:0.62,DVA:0.73}","{Maths:14.1,SESD:7.3,AIML:16.5,FSD:18.4,DVA:5.5}"
934,Vihaan Gupta,2024-C-88532006B,66,76,81,90,57,374,"{Maths:0.77,SESD:0.75,AIML:1.0,FSD:0.68,DVA:0.59}","{Maths:13.7,SESD:17.0,AIML:9.8,FSD:9.6,DVA:11.5}"
935,Myra Nair,2024-B-68602006B,42,74,81,44,78,359,"{Maths:0.99,SESD:0.82,AIML:0.67,FSD:0.96,DVA:0.85}","{Maths:11.7,SESD:11.5,AIML:7.1,FSD:16.9,DVA:11.3}"
936,Anvi Nair,2024-A-78632006B,92,96,75,91,99,460,"{Maths:0.98,SESD:0.77,AIML:0.96,FSD:0.64,DVA:0.65}","{Maths:9.0,SESD:13.1,AIML:17.5,FSD:5.6,DVA:13.2}"
937,Vivaan Kumar,2024-B-24562006B,72,54,66,82,80,364,"{Maths:0.7,SESD:0.75,AIML:0.86,FSD:0.61,DVA:0.74}","{Maths:12.5,SESD:9.6,AIML:18.8,FSD:8.4,DVA:16.0}"
938,Vivaan Patel,2024-B-38722006B,53,91,88,56,73,395,"{Maths:0.72,SESD:0.89,AIML:0.92,FSD:0.97,DVA:0.62}","{Maths:19.3,SESD:7.8,AIML:17.2,FSD:6.0,DVA:15.9}"
939,Ayaan Patel,2024-A-37902006B,67,99,-18,62,77,312,"{Maths:0.57,SESD:0.94,AIML:0.62,FSD:0.86,DVA:0.77}","{Maths:8.0,SESD:6.0,AIML:17.7,FSD:19.0,DVA:15.2}"
940,Vihaan Mishra,2024-A-89182006B,46,83,42,45,196,239,"{Maths:0.71,SESD:0.98,AIML:0.79,FSD:0.8,DVA:0.58}","{Maths:18.6,SESD:17.4,AIML:9.5,FSD:6.1,DVA:19.8}"
941,Riya Verma,2024-C-90342006B,90,59,81,69,50,392,"{Maths:0.96,SESD:0.87,AIML:0.56,FSD:0.87,DVA:0.78}",
942,Diya Verma,2024-C-60042006B,54,69,67,-14,58,281,"{Maths:0.86,SESD:0.52,AIML:0.92,FSD:0.85,DVA:0.64}","{Maths:8.9,SESD:17.2,AIML:14.5,FSD:17.8,DVA:7.4}"
943,Krishna Singh,2024-C-70972006B,96,188,67,82,99,357,"{Maths:0.55,SESD:0.87,AIML:0.65,FSD:0.93,DVA:0.75}","{Maths:16.1,SESD:5.7,AIML:12.4,FSD:12.4,DVA:12.4}"
944,Vihaan Gupta,2024-A-10822006B,55,77,56,76,84,380,"{Maths:0.58,SESD:0.57,AIML:0.63,FSD:0.67,DVA:0.84}","{Maths:12.4,SESD:9.2,AIML:19.2,FSD:5.3,DVA:19.2}"
945,Ishaan Singh,2024-C-98822006B,96,59,41,70,94,394,"{Maths:0.97,SESD:0.88,AIML:0.59,FSD:0.54,DVA:0.65}","{Maths:13.3,SESD:16.0,AIML:18.3,FSD:13.9,DVA:17.4}"
946,Krishna Patel,2024-A-18652006B,45,-18,56,81,86,276,"{Maths:0.85,SESD:0.5,AIML:0.82,FSD:0.51,DVA:0.76}","{Maths:11.9,SESD:16.7,AIML:9.5,FSD:8.9,DVA:15.6}"
947,Aditya Verma,2024-B-98472006B,50,54,,84,-8,217,"{Maths:0.77,SESD:0.71,AIML:0.9,FSD:0.99,DVA:0.79}","{Maths:10.2,SESD:6.3,AIML:15.1,FSD:18.8,DVA:8.2}"
948,Prisha Sharma,2024-B-76062006B,76,73,61,62,43,342,"{Maths:0.73,SESD:0.9,AIML:0.94,FSD:0.71,DVA:0.64}","{Maths:6.1,SESD:18.0,AIML:9.5,FSD:5.8,DVA:7.6}"
949,Prisha Gupta,2024-C-44962006B,65,59,74,92,60,359,"{Maths:0.76,SESD:0.88,AIML:0.6,FSD:0.56,DVA:0.87}","{Maths:12.8,SESD:7.3,AIML:17.3,FSD:8.6,DVA:5.5}"
950,Reyansh Gupta,2024-B-52972006B,72,43,163,91,43,273,"{Maths:0.81,SESD:1.0,AIML:0.6,FSD:0.88,DVA:0.98}","{Maths:8.2,SESD:19.5,AIML:14.7,FSD:18.3,DVA:18.2}"
951,Aadhya Kapoor,2024B10042006B,62,63,58,47,59,334,"{Maths:0.91,SESD:0.66,AIML:0.68,FSD:0.83,DVA:0.68}","{Maths:19.4,SESD:9.4,AIML:13.6,FSD:9.5,DVA:19.4}"
952,Pari Kapoor,2024-C-10472006B,89,65,52,69,57,355,"{Maths:0.77,SESD:0.6,AIML:0.77,FSD:0.83,DVA:0.62}","{Maths:14.6,SESD:17.3,AIML:8.2,FSD:17.4,DVA:12.5}"
953,Prisha Kumar,2024-C-77522006B,73,98,84,71,43,376,"{Maths:0.65,SESD:0.79,AIML:0.97,FSD:0.94,DVA:0.83}","{Maths:13.7,SESD:14.7,AIML:16.2,FSD:7.7,DVA:12.0}"
954,Pari Patel,2024B10042006B,76,88,67,55,76,388,"{Maths:0.58,SESD:0.81,AIML:0.99,FSD:0.74,DVA:0.7}","{Maths:12.2,SESD:5.9,AIML:13.2,FSD:10.0,DVA:13.7}"
955,Vihaan Verma,2024-B-67712006B,55,58,42,90,43,,"{Maths:0.96,SESD:0.99,AIML:0.9,FSD:0.62,DVA:0.8}","{Maths:17.7,SESD:18.7,AIML:17.6,FSD:11.3,DVA:19.4}"
956,Krishna Nair,2024C10042006B,56,89,87,45,53,330,"{Maths:0.9,SESD:0.85,AIML:0.51,FSD:0.94,DVA:0.54}","{Maths:10.6,SESD:8.2,AIML:18.3,FSD:5.7,DVA:11.0}"
957,Aditya Gupta,2024-A-32532006B,59,44,46,63,40,276,"{Maths:0.76,SESD:0.76,AIML:0.87,FSD:0.69,DVA:0.82}","{Maths:8.1,SESD:8.4,AIML:18.7,FSD:17.7,DVA:15.4}"
958,Riya Nair,2024B10042006B,174,66,44,56,49,235,"{Maths:0.9,SESD:0.62,AIML:0.54,FSD:0.72,DVA:0.54}","{Maths:18.9,SESD:20.0,AIML:10.0,FSD:10.9,DVA:18.7}"
959,Pari Mishra,2024-B-30942006B,-20,48,68,47,59,227,"{Maths:0.93,SESD:0.73,AIML:0.5,FSD:0.76,DVA:0.58}","{Maths:17.5,SESD:18.6,AIML:9.7,FSD:16.1,DVA:8.7}"
960,Arjun Mishra,2024-A-92032006B,47,69,56,86,59,331,"{Maths:0.8,SESD:0.59,AIML:0.73,FSD:0.98,DVA:0.51}","{Maths:15.6,SESD:18.7,AIML:6.7,FSD:17.2,DVA:16.5}"
961,Vivaan Verma,2024-A-81792006B,45,45,60,64,44,276,"{Maths:0.56,SESD:0.83,AIML:0.7,FSD:0.72,DVA:0.94}","{Maths:6.9,SESD:8.8,AIML:10.9,FSD:15.7,DVA:15.3}"
962,Aadhya Kapoor,2024-B-46002006B,,46,43,92,93,282,"{Maths:0.72,SESD:0.99,AIML:0.95,FSD:0.97,DVA:0.84}","{Maths:16.5,SESD:10.0,AIML:16.7,FSD:10.2,DVA:10.5}"
963,Ananya Verma,2024-C-68342006B,96,67,50,74,63,383,"{Maths:0.64,SESD:0.67,AIML:0.87,FSD:0.88,DVA:0.65}","{Maths:11.0,SESD:13.7,AIML:5.0,FSD:14.1,DVA:11.7}"
964,Vihaan Kapoor,2024-C-80972006B,45,54,53,53,94,331,"{Maths:0.77,SESD:0.83,AIML:0.68,FSD:0.92,DVA:0.93}","{Maths:11.3,SESD:11.0,AIML:13.7,FSD:5.4,DVA:10.5}"
965,Vihaan Kapoor,2024-B-93382006B,96,74,71,191,94,339,"{Maths:0.8,SESD:0.86,AIML:0.98,FSD:0.83,DVA:0.82}","{Maths:6.3,SESD:15.5,AIML:5.8,FSD:13.1,DVA:11.0}"
966,Ishaan Singh,2024-B-81942006B,63,51,63,52,82,335,"{Maths:0.75,SESD:0.65,AIML:0.88,FSD:0.96,DVA:0.7}","{Maths:10.1,SESD:7.4,AIML:11.7,FSD:15.7,DVA:6.7}"
967,Myra Reddy,2024-B-70032006B,75,94,63,41,84,368,"{Maths:0.5,SESD:0.89,AIML:0.75,FSD:0.95,DVA:0.67}","{Maths:13.3,SESD:12.0,AIML:7.7,FSD:7.9,DVA:7.6}"
